Depth_cm,Height_cm,Width_cm,Volume_cm3,Date,Executor_capacity_cm3,LocationID
44.5,20.3,35.6,32159.26,12/08/2022,4247527,11804
35.6,22.9,31.8,25924.632,25/07/2022,4247527,11804
33.5,9.7,18.3,5946.585,29/07/2022,3313071,11804
24.8,8.2,22.3,4534.928,12/08/2022,4247527,10769
54.6,25.4,43.2,59911.488,29/07/2022,3313071,10769
25.4,12.7,17.8,5741.924,29/07/2022,3313071,10769
31,2,28.4,1760.8,12/08/2022,4247527,12566
35.6,22.9,31.8,25924.632,12/08/2022,4247527,13165
33,10.2,17.7,5957.82,12/08/2022,4247527,10028
34.3,11.4,26.7,10440.234,12/08/2022,4247527,11091
29.2,3.8,26.7,2962.632,12/08/2022,4247527,11091
35.8,7.4,20.6,5457.352,12/08/2022,4247527,9736
55.9,30.5,45.7,77916.215,15/08/2022,4247527,9736
48.3,15.2,33,24227.28,12/08/2022,4247527,13156
36.1,7.1,20.8,5331.248,12/08/2022,4247527,12261
39.4,7.6,31.8,9522.192,25/07/2022,4247527,12261
39.9,19.8,24.4,19276.488,12/08/2022,4247527,11037
26.9,7.9,23.1,4908.981,12/08/2022,4247527,11337
25.4,12.7,17.8,5741.924,12/08/2022,4247527,10097
61.6,33,41.3,83954.64,12/08/2022,4247527,10097
43.2,7.6,27.9,9160.128,12/08/2022,4247527,10097
27.9,5.1,25.4,3614.166,12/08/2022,4247527,10097
34.3,11.4,26.7,10440.234,12/08/2022,4247527,11180
36.8,17.8,20.3,13297.312,12/08/2022,4247527,11180
34.3,11.4,26.7,10440.234,12/08/2022,4247527,11325
53.3,38.1,45.7,92804.361,12/08/2022,4247527,11220
40.6,12.7,30.5,15726.41,12/08/2022,4247527,11220
24.1,1.3,16.5,516.945,12/08/2022,4247527,11220
27.8,5.2,25.3,3657.368,12/08/2022,4247527,11220
30.2,2.8,27.7,2342.312,12/08/2022,4247527,11220
25.4,12.7,17.8,5741.924,12/08/2022,4247527,11220
28.2,4.8,25.7,3478.752,12/08/2022,4247527,11220
31.5,1.5,29,1370.25,29/07/2022,3313071,11220
25.4,7.6,17.8,3436.112,29/07/2022,3313071,11220
20.6,4.8,13,1285.44,29/07/2022,3313071,11220
23.4,2,15.8,739.44,29/07/2022,3313071,11220
36.8,17.8,20.3,13297.312,12/08/2022,4247527,10868
34.3,7.6,24.1,6282.388,15/08/2022,4247527,10868
37.1,6.1,21.8,4933.558,12/08/2022,4247527,12665
44.5,20.3,35.6,32159.26,22/08/2022,4247527,12665
25.4,12.7,17.8,5741.924,12/08/2022,4247527,11418
22.6,2.8,15,949.2,12/08/2022,4247527,10008
43.2,7.6,27.9,9160.128,29/07/2022,3313071,10008
28.7,4.3,26.2,3233.342,12/08/2022,4247527,10273
34.3,7.6,24.1,6282.388,12/08/2022,4247527,12133
29.2,3.8,26.7,2962.632,12/08/2022,4247527,12133
48,25,35.5,42600,12/08/2022,4247527,12133
33,20.3,26.7,17886.33,12/08/2022,4247527,10231
49.5,7.6,35.6,13392.72,15/08/2022,4247527,10231
29.7,3.3,27.2,2665.872,12/08/2022,4247527,11867
36.8,17.8,20.3,13297.312,12/08/2022,4247527,11867
25.4,12.7,17.8,5741.924,15/08/2022,4247527,11867
34.3,1.3,21.6,963.144,12/08/2022,4247527,13053
45.7,21.6,22.9,22605.048,25/07/2022,4247527,13053
29,4,26.5,3074,12/08/2022,4247527,11248
25.4,7.6,17.8,3436.112,12/08/2022,4247527,11248
29.7,10.4,24.6,7598.448,12/08/2022,4247527,10031
26.7,6.3,24.1,4053.861,12/08/2022,4247527,10824
61.6,10.8,41.3,27476.064,12/08/2022,4247527,10824
34.3,7.6,24.1,6282.388,12/08/2022,4247527,10824
34.3,7.6,24.1,6282.388,12/08/2022,4247527,10409
36.8,17.8,20.3,13297.312,12/08/2022,4247527,12048
43.2,7.6,27.9,9160.128,25/07/2022,4247527,12048
28.4,4.6,25.9,3383.576,12/08/2022,4247527,10829
25.4,12.7,17.8,5741.924,12/08/2022,4247527,11888
44.5,20.3,35.6,32159.26,08/08/2022,4247527,11888
30.8,2.2,28.3,1917.608,12/08/2022,4247527,10849
30.8,2.2,28.3,1917.608,12/08/2022,4247527,10849
35.6,7.6,20.3,5492.368,29/07/2022,3313071,10849
30.5,2.5,28,2135,12/08/2022,4247527,11222
22.1,3.3,14.5,1057.485,12/08/2022,4247527,11222
25.4,12.7,17.8,5741.924,25/07/2022,4247527,11222
25.4,7.6,17.8,3436.112,29/07/2022,3313071,11222
36.6,17.5,36.3,23250.15,12/08/2022,4247527,12080
38.1,5.1,22.9,4449.699,12/08/2022,4247527,11587
31.8,1.3,29.2,1207.128,12/08/2022,4247527,10503
48.3,27.9,31.8,42852.726,12/08/2022,4247527,11014
30.5,2.5,27.9,2127.375,12/08/2022,4247527,11093
25.4,7.6,17.8,3436.112,12/08/2022,4247527,9804
26.2,6.9,23.6,4266.408,12/08/2022,4247527,10054
39.4,7.6,31.8,9522.192,12/08/2022,4247527,10046
26.9,6.1,24.4,4003.796,12/08/2022,4247527,10440
22.9,2.5,15.2,870.2,29/07/2022,3313071,10440
30.5,10.2,19.1,5942.01,12/08/2022,4247527,11159
27.7,5.8,15.5,2490.23,12/08/2022,4247527,11159
17.5,6.1,11.4,1216.95,12/08/2022,4247527,11159
34.3,11.4,26.7,10440.234,12/08/2022,4247527,10371
32.8,10.4,17.5,5969.6,12/08/2022,4247527,10371
37.6,8.1,26.7,8131.752,12/08/2022,4247527,10891
33,20.3,25.9,17350.41,12/08/2022,4247527,11213
29.4,5.4,17.7,2810.052,25/07/2022,4247527,11213
28.4,9.4,18.5,4938.76,12/08/2022,4247527,10093
38.9,28.2,34.3,37626.414,15/08/2022,4247527,10093
39.4,7.6,31.8,9522.192,12/08/2022,4247527,11842
40.6,12.7,30.5,15726.41,12/08/2022,4247527,11026
26.7,17.5,21.6,10092.6,12/08/2022,4247527,11026
31.5,1.5,29,1370.25,15/08/2022,4247527,11026
21.1,4.3,13.5,1224.855,12/08/2022,4247527,10194
30,3,27.4,2466,12/08/2022,4247527,10194
34.3,11.4,26.7,10440.234,15/08/2022,4247527,10194
20.6,4.8,13,1285.44,25/07/2022,4247527,10194
36.8,17.8,20.3,13297.312,12/08/2022,4247527,10516
29.5,6.1,16.8,3023.16,12/08/2022,4247527,10516
39.4,7.6,31.8,9522.192,12/08/2022,4247527,10516
36.8,17.8,20.3,13297.312,12/08/2022,4247527,10516
22.1,3.3,14.5,1057.485,12/08/2022,4247527,10516
25.4,5.1,17.8,2305.812,12/08/2022,4247527,10516
25.4,7.6,17.8,3436.112,12/08/2022,4247527,10516
34.3,7.6,24.1,6282.388,12/08/2022,4247527,11161
25.4,7.6,17.8,3436.112,29/07/2022,3313071,11161
40.6,12.7,30.5,15726.41,12/08/2022,4247527,10063
55.9,30.5,45.7,77916.215,12/08/2022,4247527,12436
27.3,5.7,24.8,3859.128,12/08/2022,4247527,12542
32,11.4,25.4,9265.92,12/08/2022,4247527,10364
40.6,12.7,30.5,15726.41,12/08/2022,4247527,10364
55.9,12.7,45.7,32443.801,12/08/2022,4247527,11020
34.3,11.4,26.7,10440.234,29/07/2022,3313071,11020
34.3,11.4,26.7,10440.234,29/07/2022,3313071,11020
32,8.6,32,8806.4,12/08/2022,4247527,10754
40.6,12.7,30.5,15726.41,12/08/2022,4247527,11807
50.8,30.5,35.6,55158.64,12/08/2022,4247527,11807
40.6,12.7,30.5,15726.41,12/08/2022,4247527,11807
39.4,7.6,31.8,9522.192,12/08/2022,4247527,11807
66,17.8,40.6,47696.88,12/08/2022,4247527,11807
33,20.3,26.7,17886.33,25/07/2022,4247527,11807
34.3,7.6,24.1,6282.388,25/07/2022,4247527,11807
34.3,7.6,24.1,6282.388,12/08/2022,4247527,10724
24.1,3.8,16.5,1511.07,12/08/2022,4247527,10203
25.9,5.8,17.3,2598.806,12/08/2022,4247527,10957
30.8,2.2,28.3,1917.608,15/08/2022,4247527,10957
33,8.9,30.5,8957.85,12/08/2022,4247527,11120
29.2,3.8,26.7,2962.632,12/08/2022,4247527,11120
56.1,36.8,38.9,80308.272,12/08/2022,4247527,11120
35.6,7.6,20.3,5492.368,15/08/2022,4247527,11120
33,20.3,26.7,17886.33,15/08/2022,4247527,11120
27.2,5.8,24.6,3880.896,25/07/2022,4247527,11120
25.4,12.7,17.8,5741.924,12/08/2022,4247527,12744
54,12.4,41.3,27654.48,12/08/2022,4247527,10785
31.8,1.3,29.2,1207.128,15/08/2022,4247527,10785
35.6,7.6,20.3,5492.368,15/08/2022,4247527,10785
30,3,27.5,2475,15/08/2022,4247527,10785
27.2,5.8,24.7,3896.672,12/08/2022,4247527,9930
36.8,17.8,20.3,13297.312,12/08/2022,4247527,9930
25.4,12.7,17.8,5741.924,12/08/2022,4247527,10807
34.3,7.6,24.1,6282.388,12/08/2022,4247527,9888
36.8,17.8,20.3,13297.312,12/08/2022,4247527,9635
34.3,7.6,24.1,6282.388,15/08/2022,4247527,9635
33.3,2.3,20.6,1577.754,15/08/2022,4247527,9635
45.7,21.6,22.9,22605.048,29/07/2022,3313071,9635
34.3,7.6,24.1,6282.388,12/08/2022,4247527,10265
28.7,4.3,26.2,3233.342,15/08/2022,4247527,10265
30.5,2.5,28,2135,29/07/2022,3313071,10265
35.6,7.6,20.3,5492.368,12/08/2022,4247527,10322
40.6,12.7,30.5,15726.41,12/08/2022,4247527,10384
28.2,4.8,25.7,3478.752,12/08/2022,4247527,12510
39.4,7.6,31.8,9522.192,22/08/2022,4247527,12510
46.4,25.7,38.1,45433.488,12/08/2022,4247527,10608
26.9,6.1,24.4,4003.796,12/08/2022,4247527,10608
22.9,7.4,16,2711.36,12/08/2022,4247527,10360
34.3,11.4,26.7,10440.234,25/07/2022,4247527,10360
2.5,2.5,2.5,15.625,12/08/2022,4247527,10706
34.3,11.4,26.7,10440.234,15/08/2022,4247527,10706
25.4,7.6,17.8,3436.112,15/08/2022,4247527,10706
25.4,7.6,17.8,3436.112,12/08/2022,4247527,11895
37.6,5.6,22.4,4716.544,12/08/2022,4247527,10259
26.4,6.6,23.9,4164.336,15/08/2022,4247527,10259
25.4,7.6,17.8,3436.112,15/08/2022,4247527,10259
29.8,9.7,11.4,3295.284,25/07/2022,4247527,10259
31.5,1.5,29,1370.25,12/08/2022,4247527,11096
39.4,7.6,31.8,9522.192,12/08/2022,4247527,10735
24.1,8.9,21.6,4632.984,12/08/2022,4247527,11250
24.1,1.5,16.5,596.475,12/08/2022,4247527,10314
55.9,30.5,45.7,77916.215,12/08/2022,4247527,11215
54.6,25.4,43.2,59911.488,12/08/2022,4247527,13064
29.2,3.8,26.7,2962.632,12/08/2022,4247527,13174
43.2,7.6,27.9,9160.128,24/08/2022,4247527,13174
29.5,3.6,26.9,2856.78,12/08/2022,4247527,10387
29.2,3.8,26.7,2962.632,12/08/2022,4247527,11578
30.7,2.3,28.2,1991.202,12/08/2022,4247527,11578
34.3,11.4,26.7,10440.234,12/08/2022,4247527,11578
29,4.1,26.4,3138.96,12/08/2022,4247527,10698
37.6,5.6,22.4,4716.544,12/08/2022,4247527,10698
29.2,3.8,26.7,2962.632,12/08/2022,4247527,11001
34.3,11.4,26.7,10440.234,12/08/2022,4247527,10860
36.8,17.8,20.3,13297.312,15/08/2022,4247527,10860
45.7,21.6,22.9,22605.048,12/08/2022,4247527,10675
45.7,21.6,22.9,22605.048,12/08/2022,4247527,11024
23.9,6.1,19.8,2886.642,12/08/2022,4247527,10311
43.2,27.9,30.5,36761.04,12/08/2022,4247527,10311
21.8,3.6,14.2,1114.416,12/08/2022,4247527,10373
50.8,30.5,35.6,55158.64,12/08/2022,4247527,12507
50.8,30.5,35.6,55158.64,12/08/2022,4247527,12507
32.3,12.2,19.8,7802.388,12/08/2022,4247527,12507
20.8,4.6,13.2,1262.976,12/08/2022,4247527,12507
48.3,30.5,36.8,54211.92,12/08/2022,4247527,10837
31.5,1.5,29,1370.25,12/08/2022,4247527,10726
34.3,11.4,26.7,10440.234,12/08/2022,4247527,9933
33.3,9.9,18,5934.06,12/08/2022,4247527,9933
29.7,3.3,27.2,2665.872,12/08/2022,4247527,9484
45.7,21.6,22.9,22605.048,15/08/2022,4247527,9484
25.7,7.4,23.1,4393.158,15/08/2022,4247527,9484
49.5,7.6,35.6,13392.72,12/08/2022,4247527,10539
25.4,22.9,23.6,13727.176,12/08/2022,4247527,10478
31,2,28.4,1760.8,12/08/2022,4247527,11064
9.7,7.1,7.9,544.073,12/08/2022,4247527,10349
47.2,19.3,26.4,24049.344,12/08/2022,4247527,10087
27.2,22.9,27.2,16942.336,12/08/2022,4247527,10087
31.5,1.5,29,1370.25,12/08/2022,4247527,9948
40.6,12.7,30.5,15726.41,12/08/2022,4247527,10034
33,20.3,26.7,17886.33,15/08/2022,4247527,10034
31.2,1.8,28.7,1611.792,15/08/2022,4247527,10034
48.3,15.2,33,24227.28,25/07/2022,4247527,10034
31.4,1.6,28.9,1451.936,12/08/2022,4247527,10569
40.6,12.7,30.5,15726.41,12/08/2022,4247527,10545
40.6,12.7,30.5,15726.41,29/07/2022,3313071,10545
34.3,11.4,26.7,10440.234,29/07/2022,3313071,10545
24.1,1.3,16.5,516.945,12/08/2022,4247527,10464
45.7,21.6,22.9,22605.048,12/08/2022,4247527,10464
31.5,1.5,29,1370.25,12/08/2022,4247527,10464
28.2,4.8,25.7,3478.752,12/08/2022,4247527,10464
25.9,7.1,23.4,4303.026,15/08/2022,4247527,10464
40.6,12.7,30.5,15726.41,12/08/2022,4247527,9561
55.9,12.7,45.7,32443.801,12/08/2022,4247527,9561
25.4,7.6,17.8,3436.112,12/08/2022,4247527,9561
39.4,7.6,31.8,9522.192,12/08/2022,4247527,12355
34.3,7.6,24.1,6282.388,15/08/2022,4247527,12355
25.1,7.9,22.6,4481.354,25/07/2022,4247527,12355
34.3,11.4,26.7,10440.234,12/08/2022,4247527,11023
34.3,7.6,24.1,6282.388,29/07/2022,3313071,11023
25.4,12.7,17.8,5741.924,29/07/2022,3313071,11023
34.3,7.6,24.1,6282.388,29/07/2022,3313071,11023
25.4,7.6,17.8,3436.112,12/08/2022,4247527,10153
29.5,3.5,27,2787.75,12/08/2022,4247527,10294
66,17.8,40.6,47696.88,15/08/2022,4247527,10294
39.4,7.6,31.8,9522.192,12/08/2022,4247527,9849
36.8,17.8,20.3,13297.312,12/08/2022,4247527,10605
34.3,11.4,26.7,10440.234,12/08/2022,4247527,11264
30,3,27.5,2475,12/08/2022,4247527,10266
31.3,1.7,28.8,1532.448,12/08/2022,4247527,9740
25.4,7.6,17.8,3436.112,25/07/2022,4247527,9740
35.6,22.9,31.8,25924.632,12/08/2022,4247527,10760
32.5,0.5,30,487.5,12/08/2022,4247527,11147
25.4,12.7,17.8,5741.924,12/08/2022,4247527,12943
27.7,5.3,25.2,3699.612,29/07/2022,3313071,12943
30.9,2.1,28.4,1842.876,12/08/2022,4247527,11166
31.2,1.8,28.7,1611.792,12/08/2022,4247527,11380
28.2,4.8,25.7,3478.752,15/08/2022,4247527,11380
45.1,30,34.2,46272.6,12/08/2022,4247527,11142
25.3,7.7,22.8,4441.668,12/08/2022,4247527,11142
43.2,27.9,30.5,36761.04,12/08/2022,4247527,11142
27.9,5.1,25.4,3614.166,12/08/2022,4247527,10672
49.5,7.6,35.6,13392.72,12/08/2022,4247527,10156
33.3,9.9,18,5934.06,12/08/2022,4247527,9665
35.6,7.6,20.3,5492.368,12/08/2022,4247527,12442
30,5.6,17.3,2906.4,15/08/2022,4247527,12442
43.2,7.6,27.9,9160.128,12/08/2022,4247527,10794
30.5,2.5,27.9,2127.375,15/08/2022,4247527,10794
44.5,20.3,35.6,32159.26,12/08/2022,4247527,11942
39.4,7.6,31.8,9522.192,15/08/2022,4247527,11942
45.7,21.6,22.9,22605.048,15/08/2022,4247527,11942
30.5,5.1,22.9,3562.095,12/08/2022,4247527,11755
24.1,4.8,16.5,1908.72,12/08/2022,4247527,11755
30.7,2.3,28.2,1991.202,29/07/2022,3313071,11755
24.4,1,16.8,409.92,29/07/2022,3313071,11755
31,2,28.4,1760.8,12/08/2022,4247527,12797
34.3,11.4,20.3,7937.706,12/08/2022,4247527,10589
40.6,12.7,30.5,15726.41,12/08/2022,4247527,10589
29.5,6.1,16.8,3023.16,12/08/2022,4247527,9890
21.6,3.8,14,1149.12,12/08/2022,4247527,9890
34.3,11.4,26.7,10440.234,12/08/2022,4247527,12969
36.8,17.8,20.3,13297.312,12/08/2022,4247527,10190
32.8,10.4,17.5,5969.6,12/08/2022,4247527,10652
25.4,12.7,17.8,5741.924,12/08/2022,4247527,10652
29.2,6.3,16.5,3035.34,12/08/2022,4247527,10652
31,2,28.4,1760.8,12/08/2022,4247527,12136
44.5,20.3,35.6,32159.26,12/08/2022,4247527,11133
34.3,11.4,20.3,7937.706,12/08/2022,4247527,10466
35.6,7.6,20.3,5492.368,12/08/2022,4247527,9817
29.5,3.6,26.9,2856.78,12/08/2022,4247527,10958
23.5,1.9,15.9,709.935,12/08/2022,4247527,10525
66,17.8,40.6,47696.88,26/08/2022,3313071,14841
34.3,11.4,20.3,7937.706,26/08/2022,3313071,14789
25.4,12.7,17.8,5741.924,26/08/2022,3313071,14789
34.3,11.4,26.7,10440.234,26/08/2022,3313071,14580
34.3,11.4,26.7,10440.234,26/08/2022,3313071,15657
44.5,20.3,35.6,32159.26,15/08/2022,3313071,15657
25.4,12.7,17.8,5741.924,26/08/2022,3313071,14934
31.8,1.2,29.3,1118.088,26/08/2022,3313071,14934
25.4,12.7,17.8,5741.924,24/07/2022,3313071,14934
27.9,5.1,25.4,3614.166,26/08/2022,3313071,16153
30.5,10.2,19.1,5942.01,26/08/2022,3313071,16153
48.3,30.5,36.8,54211.92,26/08/2022,3313071,15966
34.9,8.3,19.6,5677.532,26/08/2022,3313071,15966
29.7,3.3,27.2,2665.872,26/08/2022,3313071,15064
25.4,12.7,17.8,5741.924,26/08/2022,3313071,16217
36.3,6.9,21.1,5284.917,26/08/2022,3313071,14874
29.5,3.5,27,2787.75,26/08/2022,3313071,15522
36.8,17.8,20.3,13297.312,26/08/2022,3313071,15686
27.7,5.3,25.1,3684.931,26/08/2022,3313071,16322
25.4,7.6,17.8,3436.112,26/08/2022,3313071,14848
36.8,17.8,20.3,13297.312,26/08/2022,3313071,15204
49.5,7.6,35.6,13392.72,26/08/2022,3313071,14776
37.8,5.3,22.6,4527.684,15/08/2022,3313071,14776
23.4,2,15.7,734.76,26/08/2022,3313071,15276
29.2,6.4,16.5,3083.52,26/08/2022,3313071,15264
25.4,12.7,17.8,5741.924,26/08/2022,3313071,15590
32,1,29.5,944,26/08/2022,3313071,15838
34.3,7.6,24.1,6282.388,26/08/2022,3313071,16100
41.9,1.3,26.7,1454.349,26/08/2022,3313071,16100
34.3,7.6,24.1,6282.388,26/08/2022,3313071,16100
32,1,29.5,944,26/08/2022,3313071,15290
43.2,7.6,27.9,9160.128,26/08/2022,3313071,15290
34.3,11.4,20.3,7937.706,26/08/2022,3313071,14447
25.4,12.7,17.8,5741.924,26/08/2022,3313071,14447
31.5,1.5,29,1370.25,26/08/2022,3313071,14447
34.3,7.6,24.1,6282.388,26/08/2022,3313071,14447
49.5,7.6,35.6,13392.72,26/08/2022,3313071,14651
34.3,11.4,26.7,10440.234,26/08/2022,3313071,14651
24.4,1,16.8,409.92,13/08/2022,3313071,14651
59.7,19,59.7,67717.71,13/08/2022,3313071,14651
36.8,17.8,20.3,13297.312,13/08/2022,3313071,14651
39.4,7.6,31.8,9522.192,26/08/2022,3313071,14796
43.2,7.6,27.9,9160.128,13/08/2022,3313071,14796
36.8,17.8,20.3,13297.312,26/08/2022,3313071,16264
25.7,7.4,23.1,4393.158,15/08/2022,3313071,16264
36.8,6.4,21.6,5087.232,26/08/2022,3313071,14309
31.2,1.8,28.7,1611.792,26/08/2022,3313071,14309
35.6,22.9,31.8,25924.632,26/08/2022,3313071,15312
25.4,12.7,17.8,5741.924,13/08/2022,3313071,15312
34.3,11.4,26.7,10440.234,26/08/2022,3313071,15882
48.3,15.2,33,24227.28,13/08/2022,3313071,15882
41.9,1.3,26.7,1454.349,13/08/2022,3313071,15882
41.4,1.8,26.1,1944.972,13/08/2022,3313071,15882
40.6,12.7,30.5,15726.41,15/08/2022,3313071,15882
28.4,4.6,25.9,3383.576,26/08/2022,3313071,15545
30.5,2.5,27.9,2127.375,26/08/2022,3313071,15492
32.8,0.3,30.2,297.168,26/08/2022,3313071,15765
30.6,2.4,28.1,2063.664,26/08/2022,3313071,15236
29.2,3.8,26.7,2962.632,26/08/2022,3313071,15808
25.4,12.7,17.8,5741.924,26/08/2022,3313071,15808
48.3,30.5,36.8,54211.92,26/08/2022,3313071,15611
45.7,21.6,22.9,22605.048,26/08/2022,3313071,15611
25.4,7.6,17.8,3436.112,26/08/2022,3313071,14446
29,4,26.5,3074,24/07/2022,3313071,14446
39.4,7.6,31.8,9522.192,26/08/2022,3313071,16220
35.6,6.6,22.9,5380.584,26/08/2022,3313071,15641
25.4,12.7,17.8,5741.924,26/08/2022,3313071,15090
24.9,8.1,22.4,4517.856,15/08/2022,3313071,15090
25,8,22.5,4500,26/08/2022,3313071,16254
21.3,4.1,13.7,1196.421,26/08/2022,3313071,16252
25.4,12.7,17.8,5741.924,26/08/2022,3313071,16252
26.9,6.1,24.4,4003.796,26/08/2022,3313071,16252
29.2,3.8,26.7,2962.632,26/08/2022,3313071,16252
30.2,2.8,27.7,2342.312,26/08/2022,3313071,16252
30.5,5.1,17.8,2768.79,26/08/2022,3313071,16252
66,17.8,40.6,47696.88,26/08/2022,3313071,16252
34.3,7.6,24.1,6282.388,26/08/2022,3313071,16252
35.6,7.6,20.3,5492.368,26/08/2022,3313071,16252
36.4,6.8,21.1,5222.672,26/08/2022,3313071,16252
30.7,2.3,28.2,1991.202,26/08/2022,3313071,16252
32.6,0.4,30.1,392.504,26/08/2022,3313071,16252
32.3,0.8,29.7,767.448,26/08/2022,3313071,16252
36.3,6.9,21.1,5284.917,26/08/2022,3313071,16252
36.8,17.8,20.3,13297.312,26/08/2022,3313071,16252
25.4,7.6,17.8,3436.112,26/08/2022,3313071,16252
26.2,6.9,23.6,4266.408,26/08/2022,3313071,16252
24.1,8.9,21.6,4632.984,26/08/2022,3313071,15889
26.5,6.5,24,4134,26/08/2022,3313071,15889
28.4,4.6,25.9,3383.576,26/08/2022,3313071,15889
31.2,11.9,16,5940.48,26/08/2022,3313071,16158
30.5,2.5,27.9,2127.375,13/08/2022,3313071,16158
26.9,6.1,24.4,4003.796,26/08/2022,3313071,15208
34.3,11.4,20.3,7937.706,26/08/2022,3313071,15835
35.6,22.9,31.8,25924.632,26/08/2022,3313071,15835
36.8,17.8,20.3,13297.312,26/08/2022,3313071,15593
36.8,17.8,20.3,13297.312,26/08/2022,3313071,15593
31.5,1.5,29,1370.25,15/08/2022,3313071,15593
32.4,0.6,29.9,581.256,15/08/2022,3313071,15593
91.4,33,55.9,168605.58,26/08/2022,3313071,15457
48.3,30.5,36.8,54211.92,15/08/2022,3313071,15457
33.8,9.4,18.5,5877.82,15/08/2022,3313071,15457
40.6,12.7,30.5,15726.41,15/08/2022,3313071,15457
48.3,15.2,33,24227.28,26/08/2022,3313071,14500
25.4,7.6,17.8,3436.112,26/08/2022,3313071,15488
29.7,3.3,27.2,2665.872,15/08/2022,3313071,15488
27.7,5.3,25.1,3684.931,26/08/2022,3313071,14547
21.3,3.8,15.4,1246.476,26/08/2022,3313071,14547
37.6,31.5,34,40269.6,13/08/2022,3313071,14547
45.7,22.9,33,34535.49,15/08/2022,3313071,14547
34.3,7.6,24.1,6282.388,26/08/2022,3313071,15004
48.3,27.9,31.8,42852.726,26/08/2022,3313071,14748
35.6,6.6,22.9,5380.584,26/08/2022,3313071,14748
40.6,12.7,30.5,15726.41,13/08/2022,3313071,14748
31.8,1.3,29.2,1207.128,24/07/2022,3313071,14748
34.3,7.6,24.1,6282.388,24/07/2022,3313071,14748
23.9,1.5,16.3,584.355,26/08/2022,3313071,14782
55.9,30.5,45.7,77916.215,26/08/2022,3313071,14569
32,11.2,16.7,5985.28,26/08/2022,3313071,14569
26.7,6.3,24.1,4053.861,24/07/2022,3313071,14569
25.4,7.6,22.9,4420.616,24/07/2022,3313071,14569
27.9,5.1,25.4,3614.166,15/08/2022,3313071,14569
36.3,6.9,21,5259.87,26/08/2022,3313071,15708
30.5,1.2,22.9,838.14,26/08/2022,3313071,15708
24.5,8.5,22,4581.5,26/08/2022,3313071,14832
30.3,5.3,17.6,2826.384,26/08/2022,3313071,14832
25.9,7.1,23.4,4303.026,26/08/2022,3313071,15358
43.2,7.6,27.9,9160.128,15/08/2022,3313071,15358
25.4,7.6,17.8,3436.112,26/08/2022,3313071,14542
34.3,11.4,26.7,10440.234,26/08/2022,3313071,15281
54,12.4,41.3,27654.48,26/08/2022,3313071,16325
36.8,17.8,20.3,13297.312,26/08/2022,3313071,16325
36.8,17.8,20.3,13297.312,15/08/2022,3313071,16325
30.5,5.1,25.4,3950.97,26/08/2022,3313071,16299
39.4,7.6,31.8,9522.192,26/08/2022,3313071,15435
25.4,7.6,17.8,3436.112,26/08/2022,3313071,15955
61.6,33,41.3,83954.64,26/08/2022,3313071,15557
38.4,4.8,23.1,4257.792,26/08/2022,3313071,16069
31,11.7,20.3,7362.81,26/08/2022,3313071,16069
28.4,4.6,25.9,3383.576,26/08/2022,3313071,16069
34.3,11.4,26.7,10440.234,26/08/2022,3313071,14781
34.3,11.4,20.3,7937.706,26/08/2022,3313071,15571
36.8,17.8,20.3,13297.312,26/08/2022,3313071,15638
34.3,7.6,24.1,6282.388,24/07/2022,3313071,15638
26.2,6.9,23.6,4266.408,26/08/2022,3313071,15433
23.6,1.8,16,679.68,26/08/2022,3313071,14644
25.4,7.6,17.8,3436.112,26/08/2022,3313071,15840
45.7,21.6,22.9,22605.048,26/08/2022,3313071,15840
25.7,7.4,23.1,4393.158,26/08/2022,3313071,15840
22.9,10.7,16.3,3993.989,26/08/2022,3313071,16347
34.3,7.6,24.1,6282.388,26/08/2022,3313071,16347
27.2,10.2,12.9,3578.976,26/08/2022,3313071,16347
25.4,12.7,17.8,5741.924,13/08/2022,3313071,16347
33,20.3,26.7,17886.33,15/08/2022,3313071,16347
36.8,17.8,20.3,13297.312,15/08/2022,3313071,16347
31.2,1.8,28.7,1611.792,26/08/2022,3313071,15412
25.4,7.6,17.8,3436.112,24/07/2022,3313071,15412
29.7,5.8,17,2928.42,26/08/2022,3313071,14689
30.5,10.2,19.1,5942.01,26/08/2022,3313071,15529
24.1,5.1,16.5,2028.015,26/08/2022,3313071,15120
40.6,12.7,30.5,15726.41,26/08/2022,3313071,15411
43.2,27.9,30.5,36761.04,26/08/2022,3313071,15411
54.6,25.4,43.2,59911.488,26/08/2022,3313071,15736
44.5,22.9,36.8,37501.04,15/08/2022,3313071,15736
23.4,2,15.7,734.76,26/08/2022,3313071,15315
38.9,4.3,23.6,3947.572,26/08/2022,3313071,14215
40.6,12.7,30.5,15726.41,26/08/2022,3313071,14628
31.8,3.8,19.1,2308.044,26/08/2022,3313071,14628
53.3,38.1,45.7,92804.361,26/08/2022,3313071,14768
22.2,8.3,14,2579.64,13/08/2022,3313071,14768
48.3,27.9,31.8,42852.726,24/07/2022,3313071,14768
36.8,17.8,22.9,15000.416,24/07/2022,3313071,14768
44.5,20.3,35.6,32159.26,26/08/2022,3313071,15605
31.5,1.5,29,1370.25,26/08/2022,3313071,15605
30.7,2.3,28.2,1991.202,26/08/2022,3313071,15605
33.5,2,20.8,1393.6,26/08/2022,3313071,15437
30.2,2.8,27.7,2342.312,13/08/2022,3313071,15437
66,17.8,40.6,47696.88,26/08/2022,3313071,14978
